LON,LAT,EDO,CLAVE,ESTACION,may-25
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de Méx.",85.67
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de Méx.",61.18
-99.000556,19.275,DF,TEQUESQUITE,"San José Tláhuac RB Tequesquite, Cd. de Méx. SEGIAGUA*",0
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de Méx. SMN*",73.15
-99.211667,19.399167,DF,TNGDF,"Triángulo, Cd. de Méx.",99.04
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de Méx.",107
-99.084722,19.440833,DF,TPNDF,"Tanque Peñón, Cd. de Méx.",56.25
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de Méx.",69
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de Méx.",102.33
-99.228611,19.436389,DF,TSJDF,"Tanque San Joaquín, Cd. de Méx.",61.06
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa Lucía), Cd. de Méx.",88.45
-99.245833,19.274167,DF,ZACATON,"Zacatón, Cd. de Méx. SEGIAGUA*",108.25
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",21.01
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",6.72
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",8.54
-103.698889,24.871944,DGO,CNCDR,"Cuencamé, Dgo.",20.5
-104.782778,24.518333,DGO,CNTDR,"Canatlán, Dgo.",15.7
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",10.52
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",27
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",17.01
-105.952222,25.934444,DGO,GNCDR,"Guanaceví, Dgo.",0
-104.9225,24.803889,DGO,GUADR,"Guatimapé, Dgo.",32.72
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",13
-103.983333,26.549722,DGO,LAFLOR,"La Flor de Jimulco, Dgo. SMN*",7.2
-104.75,23.516667,DGO,LBYDR,"Las Bayas, Dgo.",10.8
-105.015833,25.594167,DGO,LCRDR,"Lázaro Cárdenas, Dgo.",5.71
-105.466111,24.185833,DGO,LVEDR,"Las Vegas, Dgo. SMN*",4.5
-103.85,25.816667,DGO,MPMDR,"Mapimí, Dgo.",11.01
-105.0475,23.899167,DGO,NAVDR,"Navíos Viejos, Dgo.",27.5
-104.656667,24.203889,DGO,PAGDR,"Peña del Aguila, Dgo.",9.32
-106.366667,26.133333,DGO,ROSDR,"La Rosilla, Dgo.",35
-105.443056,25.225,DGO,SACDR,"Salomé Acosta, Dgo.",5.5
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",18.5
-104.054444,23.623056,DGO,SELDR,"Santa Elena, Dgo.",23
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",15.01
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",3.01
-104.276944,25.085,DGO,SLCDR,"San Luis del Cordero, Dgo.",2.53
-104.2925,25.564167,DGO,SPGDR,"San Pedro del Gallo, Dgo.",2.47
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",8.02
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",8
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",2.22
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",16.8
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0.31
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",17.01
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",22.5
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",15.01
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",93.8
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",35.4
-100.5175,18.075833,GRO,AFIGR,"Andrés Figueroa, Gro.",26
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",98.3
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del Río, Gro. CFE*",61.5
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",36.1
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",136.2
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",90
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",76.3
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",70
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",20.2
-99.5,17.55,GRO,CHILPANCINGOob,"Observatorio de Chilpancingo, Gro. SMN*",3
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",46.4
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",31.7
-99.661944,18.245278,GRO,COCGR,"Cocula, Gro.",61.5
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",78
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",76.21
-99.589722,17.157778,GRO,ELPUENTECFE,"El Puente, Gro. CFE*",100.6
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",90
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",67.7
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",74.1
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",91.5
-99.562778,17.117222,GRO,LAVENTCFE,"La Venta, Qro. CFE*",55.7
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",11
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",75.4
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",11
-99.369167,17.471111,GRO,MCHGR,"Mochitlán, Gro.",45.1
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",67.6
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",53.7
-98.735,17.777222,GRO,OLNGR,"Olinalá, Gro.",89
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",197
-98.888333,18.020833,GRO,PAPALUTLACFE,"Papalutla, Gro. CFE*",16.7
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",19.5
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",145.9
-99.166111,16.823611,GRO,RMEGR,"Revolución Mexicana, Gro.",41
-100.478611,18.171944,GRO,SCRISTOBALCFE,"San Cristóbal, Gro. CFE*",42.8
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",75.6
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",119.12
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",136.3
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",29.3
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",68.8
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",44.9
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",61.5
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",94
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",56.5
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",130.5
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",73.5
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",8.9
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",10.52
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",66.05
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",70.6
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",101.91
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",14.53
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",115.52
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",23.02
-100.816667,20.833333,GTO,BEGGJ,"La Begoña hidrométrica, Gto.",93
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",49.82
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",65.7
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",225
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",95.3
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",65.64
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",43
-100.9,20.95,GTO,CSRGJ,"Cinco Señores, Gto.",80.03
-101.666667,21.191667,GTO,CSSGJ,"Los Castillos, Gto.",80.6
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",80.6
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",49.92
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",12.54
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",136.44
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",21.42
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",93.01
-101.996667,20.800556,GTO,FRIAS,"Frías, Gto. Protección Civil*",52.832
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",26.32
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",79.64
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",38.71
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",25.5
-100.518333,20.145556,GTO,JCRGJ,"Jerécuaro, Gto.",36.51
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",53.42
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",16.53
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",71
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",70
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",26.9
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",143
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protección Civil*",39.21
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",175
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",47.43
-100.878333,21.105,GTO,PNLGJ,"Peñuelitas, Gto.",41.8
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",82.91
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",61.7
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",51.8
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",55.2
-100.666667,20.05,GTO,SL2GJ,"Solis, Gto.",51.05
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",81.83
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",56.28
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",8.82
-100.751944,20.8975,GTO,SMAGJ,"San Miguel de Allende, Gto.",94.71
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",104.8
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",62.62
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",36.01
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",20
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",63.42
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",117
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",153.2
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",247.5
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",111.5
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",96
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",73.5
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",152.9
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",96
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",17.35
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",72
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatlán, Hgo.",201.11
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",156.3
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",151.01
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",41.01
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",120.01
-99.308333,20.573611,HGO,TAXQUILLOCFE,"Taxquillo, Hgo. CFE*",68.59
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",86.91
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",108.02
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",56.8
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",42
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",14.6
-103.225278,22.327222,JAL,ACHZC,"Achimec, Jal.",22.71
-102.436944,21.599444,JAL,AJJJL,"Ajojucar, Jal.",16
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",25.91
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",14
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",3.3
-103.782778,21.831667,JAL,BLNJL,"Bolaños, Jal.",0
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzmán, Jal.",45.8
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",29.47
-104.555278,19.627778,JAL,CHFJL,"El Chiflón, Jal.",26.23
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",30.3
-104.566667,19.233333,JAL,CIHJL,"Cihuatlán, Jal.",31
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotlán, Jal.",18.91
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",23
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",50.82
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",23.51
-102.976111,20.681389,JAL,EGCJL,"Ing. Elías González Chávez, Jal.",49.41
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",38.63
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",44
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",40.02
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",26.7
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",0
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",79.83
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",40.91
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",59.4
-105.206667,20.728611,JAL,LDBJL,"La Desembocada, Jal.",24
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",28.11
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",58.01
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",39
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",87.7
-103.361667,20.583889,JAL,PITJL,"PIAE Toluquilla, Jal.",48.1
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",0
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",60.3
-103.37,19.5625,JAL,QUTJL,"Quito, Jal.",29.31
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",9.7
-105.133611,19.998611,JAL,RIOTOMATLAN,"Río Tomatlán, Jal. SMN*",1.77
-104.59,20.252222,JAL,RODJL,"El Rodeo, Jal.",8.55
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",102.4
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",104.1
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",23.8
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",0.01
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",13.02
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",0
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",4.02
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",16.42
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",12.8
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",2.5
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",3
-102.433056,20.7425,JAL,TULJL,"El Tule, Jal.",56
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",0.9
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Méx SMN*",144
-98.912222,19.543611,MEX,ATEMX,"Atenco, Méx.",86.28
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., Méx.",158.4
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, Méx. SEGIAGUA*",100.5
-100.436389,18.781111,MEX,BEJMX,"Bejucos, Méx.",65.3
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, Méx. SMN*",153.41
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",52
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, Méx.",78.42
-98.885,19.485833,MEX,CHAPINGODF,"Chapingo, Méx. SEGIAGUA*",33.25
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, Méx. SEGIAGUA*",123.75
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, Méx. SEGIAGUA*",107.75
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, Méx.",131.81
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",115.5
-99.304444,19.695,MEX,CNPMX,"La Concepción, Méx.",87.6
-99.714167,19.291111,MEX,COBMX,"Observatorio de Toluca, Méx.",54.04
-100.225,19.178889,MEX,COLMX,"Colorines, Méx.",92
-99.559722,19.884722,MEX,DNXMX,"Danxho, Méx.",82.52
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",85.52
-99.252222,19.635556,MEX,GDLMX,"Guadalupe, Méx.",85
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",102.13
-99.696944,20.046389,MEX,HPNMX,"Huapango, Méx.",71.34
-99.769444,19.5675,MEX,IXCMX,"Ixtlahuaca, Méx.",54.9
-99.05,19.633333,MEX,K27MX,"km 27+250, Méx.",145.94
-100.075833,19.383333,MEX,LBEMX,"Los Berros, Méx.",129.3
-99.250833,19.633333,MEX,LDEGUADALUPE,"Lago de Guadalupe, Méx. SGT*",4.25
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, Méx.",111.03
-99.420833,18.990833,MEX,OCUMX,"Ocuilán de Arteaga, Méx",230.54
-99.234722,19.475833,MEX,PBRIOHONDO,"P.B. Río Hondo, Méx. SEGIAGUA*",81
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, Méx.",94.43
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, Méx.",106.4
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, Méx.",130.41
-99.728333,18.928333,MEX,PDZMX,"Porfirio Díaz, Méx.",105.5
-99.790278,19.829167,MEX,PFBMX,"Francisco José Trinidad Fabela, Méx.",77
-99.775,19.461667,MEX,PIRMX,"Ignacio Ramírez, Méx.",172.41
-99.248889,19.429444,MEX,PLMMX,"Palmas, Méx.",45.97
-99.260833,19.526944,MEX,PMDMX,"Madín, Méx.",92
-99.739722,20.124167,MEX,PMNMX,"El Molino, Méx.",58.34
-98.940278,19.851389,MEX,PMTMX,"Manantial, Méx.",133
-99.864444,20.038611,MEX,PNDMX,"Ñadó, Méx.",84
-99.0425,19.616111,MEX,POZOGRANCANAL,"Pozo Gran Canal, Méx. SEGIAGUA*",133.5
-99.293611,19.4575,MEX,PRESATOTOLICA,"Presa Totolica, Méx. SEGIAGUA*",46
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, Méx.",70.3
-98.911111,19.530556,MEX,SADMX,"San Andrés, Méx.",88.02
-99.704722,19.465833,MEX,SBBMX,"José Antonio Alzate, Méx.",52
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",110.01
-98.873333,19.284722,MEX,SLCHALCO,"San Luis Chalco, Méx. SGT*",65.5
-99.8,19.633333,MEX,SMLMX,"Santa María del Llano, Méx.",110.9
-99.285,19.574444,MEX,SNJMX,"San Juan, Méx",84.4
-98.858611,19.644722,MEX,SNLMX,"San Lucas, Méx.",89.8
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, Méx.",111.51
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, Méx.",147.5
-100.054722,19.0475,MEX,TMSMX,"Temascaltepec, Méx.",131.5
-99.283333,19.453889,MEX,TOTMX,"Totolica, Méx",63.5
-99.961389,19.660833,MEX,TPTMX,"San Andrés Tepetitlán, Méx.",80.01
-99.6125,19.429167,MEX,TROMX,"Trojes, Méx.",74.25
-99.283056,19.4525,MEX,TTLMX,"Totolica hidrométrica, Méx.",55.9
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Méx",101.06
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",93.03
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",72.4
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",129.75
-99.49,19.286944,MEX,VILLACARMELA,"Villa Carmela, Méx. SEGIAGUA*",0
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",98.72
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",66.93
-101.99,20.231389,MICH,ADUMC,"Adjuntas, Mich.",0
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",122.11
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",5.2
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",17.71
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",79
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",71.34
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",102.41
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",108.71
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",77.4
-101.259167,19.629722,MICH,COIMC,"Cointzio, Mich.",44.61
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",36.02
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",139.8
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",2.5
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",70.6
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",58.2
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",13.2
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",57.2
-101.626667,20.248889,MICH,LANMC,"Los Angeles, Mich.",9.8
-100.406389,19.838056,MICH,LDFMC,"Laguna del Fresno, Mich.",77.1
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",28
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",2.14
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",3.9
-102.2,18.8,MICH,LPSMC,"La Pastoría, Mich.",8.2
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",65.71
-102.205833,18.023056,MICH,MLCMC,"Melchor Ocampo L.C., Mich.",2
-100.873611,19.829167,MICH,MLPMC,"Malpaís, Mich.",22.32
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",84.71
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",30.03
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",43.8
-100.439167,19.890833,MICH,MRVMC,"Maravatío, Mich.",120.52
-102.325,19.964167,MICH,ORAMC,"Orandino, Mich.",26.91
-101.044167,19.826944,MICH,PDBMC,"Planta de bombeo, Mich.",65.52
-101.102778,18.538889,MICH,PINZANESCFE,"Pinzanes, Mich. CFE*",16.3
